code	url	product_name	brands_tags	stores	owner	labels_tags	nutriscore_score	nutriscore_grade	quantity	fat_100g	saturated_fat_100g	sugars_100g	proteins_100g	carbohydrates_100g	energy_100g	salt_100g	sodium_100g	computed_energy_100g	organic	level_salt	level_saturated_fat	level_sugars	level_fat	vegan	vegetarian	palm_oil
3276280088633	http://world-en.openfoodfacts.org/product/3276280088633/8-hauts-de-cuisse-de-poulet-assaisonne-a-la-mexicaine-royal-bernard	8 Hauts de cuisse de poulet assaisonné à la Mexicaine	royal-bernard	NA	org-bernard-royal-dauphine	NA	11	d	1000 g	18	5	0	17	0.6	983	1.4	0.56	965.2	NA	m	m	l	m	f	f	f
3276280089920	http://world-en.openfoodfacts.org/product/3276280089920/8-hauts-de-cuisse-de-poulet-assaisonne-a-la-provencale-royal-bernard	8 Hauts de cuisse de poulet assaisonné à la Provençale	royal-bernard	NA	org-bernard-royal-dauphine	NA	12	d	1000 g	19	5.5	0	16	1.7	1013	1	0.4	1003.9	NA	m	h	l	m	f	f	f
3276280086455	http://world-en.openfoodfacts.org/product/3276280086455/8-hauts-de-cuisse-de-poulet-assaisonne-paprika-royal-bernard	8 Hauts de cuisse de poulet assaisonné paprika	royal-bernard	NA	org-bernard-royal-dauphine	NA	12	d	1000 g	15	4.8	0	17	0	858	1.6	0.64	844	NA	h	m	l	m	f	f	f
3276280143370	http://world-en.openfoodfacts.org/product/3276280143370/8-hauts-de-cuisse-de-poulet-au-paprika-bleu-blanc-rouge	8 Hauts de cuisse de poulet au paprika	bleu-blanc-rouge	NA	org-bernard-royal-dauphine	NA	12	d	1000 g	15	4.8	0	17	0	858	1.6	0.64	844	NA	h	m	l	m	f	f	f
3276280086424	http://world-en.openfoodfacts.org/product/3276280086424/8-hauts-de-cuisse-de-poulet-au-paprika-royal-halal	8 Hauts de cuisse de poulet au paprika	royal-halal	NA	org-bernard-royal-dauphine	en:halal	12	d	1000 g	15	4.8	0	17	0	858	1.6	0.64	844	f	h	m	l	m	f	f	f
3284870714831	http://world-en.openfoodfacts.org/product/3284870714831/8-hauts-de-cuisse-de-poulet-au-paprika-volailles-champenoises	8 Hauts de cuisse de poulet au paprika	volailles-champenoises	NA	org-bernard-royal-dauphine	NA	12	d	1000 g	15	4.8	0	17	0	858	1.6	0.64	844	NA	h	m	l	m	f	f	f
3276280088060	http://world-en.openfoodfacts.org/product/3276280088060/8-mini-brochettes-de-filet-de-poulet-citron-royal-bernard	8 mini Brochettes de Filet de Poulet citron	royal-bernard	NA	org-bernard-royal-dauphine	NA	-2	a	640 g	1.6	0.5	1.1	21	2.8	477	1	0.4	463.8	NA	m	l	l	l	f	f	f
3276280088077	http://world-en.openfoodfacts.org/product/3276280088077/8-mini-brochettes-de-filet-de-poulet-curry-royal-bernard	8 mini Brochettes de Filet de Poulet curry	royal-bernard	NA	org-bernard-royal-dauphine	NA	-1	a	640 g	1.7	0.6	0.8	22	2.2	481	1.1	0.44	474.3	NA	m	l	l	l	f	f	f
3276280088053	http://world-en.openfoodfacts.org/product/3276280088053/8-mini-brochettes-de-filet-de-poulet-paprika-et-cumin-royal-bernard	8 mini Brochettes de Filet de Poulet paprika et cumin	royal-bernard	NA	org-bernard-royal-dauphine	NA	-1	a	640 g	2	0.7	0.6	21	2.6	481	1.1	0.44	475.2	NA	m	l	l	l	f	f	f
3276280087919	http://world-en.openfoodfacts.org/product/3276280087919/8-pilons-de-poulet-assaisonne-a-la-mexicaine-royal-bernard	8 Pilons de poulet assaisonné à la Mexicaine	royal-bernard	NA	org-bernard-royal-dauphine	NA	4	c	1000 g	5.2	1.6	0	18	1	523	1.9	0.76	515.4	NA	h	m	l	m	f	f	f
3284870760630	http://world-en.openfoodfacts.org/product/3284870760630/8-pilons-de-poulet-assaisonne-a-la-mexicaine-volailles-champenoises	8 Pilons de poulet assaisonné à la Mexicaine	volailles-champenoises	NA	org-bernard-royal-dauphine	NA	4	c	1000 g	5.2	1.6	0	18	1	523	1.9	0.76	515.4	NA	h	m	l	m	f	f	f
3276280143363	http://world-en.openfoodfacts.org/product/3276280143363/8-pilons-de-poulet-assaisonne-au-paprika-bleu-blanc-rouge	8 Pilons de poulet assaisonné au paprika	bleu-blanc-rouge	NA	org-bernard-royal-dauphine	NA	3	c	1000 g	6.1	1.8	0	18	0	544	1.7	0.68	531.7	NA	h	m	l	m	f	f	f
3284870774385	http://world-en.openfoodfacts.org/product/3284870774385/8-pilons-de-poulet-assaisonne-au-paprika-volailles-champenoises	8 Pilons de poulet assaisonné au paprika	volailles-champenoises	NA	org-bernard-royal-dauphine	NA	3	c	1000 g	6.1	1.8	0	18	0	544	1.7	0.68	531.7	NA	h	m	l	m	f	f	f
0215960029910	http://world-en.openfoodfacts.org/product/0215960029910/8-pilons-de-poulet-blanc-maitre-coq	8 pilons de poulet blanc	maitre-coq	NA	NA	en:french-meat,en:french-poultry	-2	a	NA	4.4	1.2	0	18	0	469	0.28	0.112	468.8	f	l	l	l	m	f	f	f
3254568044823	http://world-en.openfoodfacts.org/product/3254568044823/8x-pilons-de-poulet-au-paprika-auchan	8x pilons de poulet au paprika	auchan	Auchan	org-auchan-apaw	en:french-meat,en:french-poultry,en:green-dot	2	b	NA	8	2.1	0.5	20	0.5	628	1.1	0.44	644.5	f	m	m	l	m			
3366760028454	http://world-en.openfoodfacts.org/product/3366760028454/8-yakitoris-brochettes-de-poulet-auchan	8 yakitoris brochettes de poulet	auchan	Auchan	org-auchan-apaw	en:green-dot	11	d	160 g	6	1.7	9	13	14	686	1.8	0.72	681	f	h	m	m	m	f	f	
0253097019428	http://world-en.openfoodfacts.org/product/0253097019428/aiguilette-de-poulet-blanc	Aiguilette de poulet blanc	NA	NA	NA	fr:bleu-blanc-coeur	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	f	l	l	l	l			
2098053019351	http://world-en.openfoodfacts.org/product/2098053019351/aiguilette-de-poulet-corn-flakes	Aiguilette de poulet corn Flakes	NA	Auchan	NA	NA	3	c	NA	6.1	0.8	0.2	19	18	854	1.46	0.584	854.7	NA	m	l	l	m	f	f	f
2227244016927	http://world-en.openfoodfacts.org/product/2227244016927/aiguilette-de-poulet-curry-coco-carrefour	Aiguilette de poulet curry coco	carrefour	Carrefour	org-carrefour	NA	1	b	NA	1.6	0.5	0.7	20	2.5	439	1.2	0.48	441.7	NA	m	l	l	l			
8719661001739	http://world-en.openfoodfacts.org/product/8719661001739/aiguilette-de-poulet-panee	Aiguilette de poulet panée	NA	NA	NA	NA	4	c	NA	9.5	1.3999999761581	1	16.5	12	845	1.5	0.6	836.0	NA	m	l	l	m			
2435280033918	http://world-en.openfoodfacts.org/product/2435280033918/aiguilettes-a-la-milanaise	Aiguilettes a la milanaise	NA	NA	NA	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-a	-2	a	NA	1.3	0.4	0	20	8.5	527	0.54	0.216	532.6	f	m	l	l	l			
3104544011595	http://world-en.openfoodfacts.org/product/3104544011595/aiguilettes-canard-crues-origine-france-monfort	Aiguilettes Canard Crues Origine France	monfort	boutique d'usine	NA	NA	-4	a	0.300 kg	3.1	1	0.4	23	0.6	515	0.11	0.044	515.9	NA	l	l	l	m			
3443705036573	http://world-en.openfoodfacts.org/product/3443705036573/aiguilettes-de-canard-marinees-au-piment-d-espelette-maistres-occitans	Aiguilettes de canard marinées au piment d'espelette	maistres-occitans	NA	NA	fr:origine-france	2	b	NA	2.7	0.9	1.4	20	2.6	490	1.4	0.56	484.1	f	m	l	l	l			f
2201266037467	http://world-en.openfoodfacts.org/product/2201266037467/aiguilettes-de-dinde-monoprix	Aiguilettes de dinde	monoprix	Monoprix	NA	NA	-4	a	NA	2	0.7	0	25	0	477	0.1	0.04	499	NA	l	l	l	l			
0213329035626	http://world-en.openfoodfacts.org/product/0213329035626/aiguilettes-de-poulet-la-nouvelle-agriculture	Aiguilettes  de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry,en:green-dot,fr:bleu-blanc-coeur	-4	a	NA	1.3	0.4	0	23	0	435	0.1	0.04	439.1	f	l	l	l	l			
0213329026242	http://world-en.openfoodfacts.org/product/0213329026242/aiguilettes-de-poulet-la-nouvelle-agriculture	Aiguilettes de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry	-4	a	NA	1.3	0.4	0	23	0	435	0.1	0.04	439.1	f	l	l	l	l			
0213329015413	http://world-en.openfoodfacts.org/product/0213329015413/aiguilettes-de-poulet-la-nouvelle-agriculture	Aiguilettes de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry	-4	a	NA	1.3	0.4	0	23	0	440	0.11	0.044	439.1	f	l	l	l	l			
0213329018438	http://world-en.openfoodfacts.org/product/0213329018438/aiguilettes-de-poulet-la-nouvelle-agriculture	Aiguilettes de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry	-4	a	NA	1.3	0.4	0	23	0.4	435	0.1	0.04	445.9	f	l	l	l	l			
0213329018100	http://world-en.openfoodfacts.org/product/0213329018100/aiguilettes-de-poulet-la-nouvelle-agriculture	Aiguilettes de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry,fr:bleu-blanc-coeur	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	f	l	l	l	l			
0213329018766	http://world-en.openfoodfacts.org/product/0213329018766/aiguilettes-de-poulet-la-nouvelle-agriculture	Aiguilettes de poulet	la-nouvelle-agriculture	NA	NA	NA	-4	a	NA	1.3	0.4	0	23	0	435	0.1	0.04	439.1	NA	l	l	l	l			
0213329021254	http://world-en.openfoodfacts.org/product/0213329021254/aiguilettes-de-poulet-la-nouvelle-agriculture	Aiguilettes de poulet	la-nouvelle-agriculture	NA	NA	NA	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	NA	l	l	l	l			
0215711019092	http://world-en.openfoodfacts.org/product/0215711019092/aiguilettes-de-poulet-maitre-coq	Aiguilettes de poulet	maitre-coq	NA	NA	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-a	-2	a	NA	1.3	0.4	0	22	0.9	431	0.63	0.252	437.4	f	m	l	l	l			
0213329025986	http://world-en.openfoodfacts.org/product/0213329025986/aiguilettes-de-poulet	Aiguilettes de poulet	NA	NA	NA	en:french-meat,en:french-poultry,fr:bleu-blanc-coeur	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	f	l	l	l	l			
0215537026632	http://world-en.openfoodfacts.org/product/0215537026632/aiguilettes-de-poulet-huile-dolive-romarin-maitre-coq	Aiguilettes de poulet huile dolive romarin	maitre-coq	NA	NA	en:nutriscore,en:nutriscore-grade-a	-1	a	NA	4.1	0.9	0	21	0	506	0.79	0.316	508.7	f	m	l	l	m			
2227243017581	http://world-en.openfoodfacts.org/product/2227243017581/aiguilettes-de-poulet-marinees-a-la-thailandaise-carrefour	Aiguilettes de poulet marinees a la thailandaise	carrefour	Carrefour	org-carrefour	en:french-meat,en:french-poultry	0	b	NA	4.6	0.9	1.5	19	2.6	544	1.1	0.44	537.4	f	m	l	l	m			
0215680015415	http://world-en.openfoodfacts.org/product/0215680015415/aiguilettes-de-poulet-marinees-thym-citron-maitre-coq	Aiguilettes de poulet marinees thym citron	maitre-coq	NA	NA	NA	1	b	NA	1.2	0.4	0	23	0	431	1.3	0.52	435.4	NA	m	l	l	l			
0213329017127	http://world-en.openfoodfacts.org/product/0213329017127/aiguiletts-de-poulet-la-nouvelle-agriculture	Aiguiletts de poulet	la-nouvelle-agriculture	NA	NA	NA	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	NA	l	l	l	l			
0213329025399	http://world-en.openfoodfacts.org/product/0213329025399/aiguilettte-de-poulet-la-nouvelle-agriculture	Aiguilettte de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	f	l	l	l	l			
0213329027881	http://world-en.openfoodfacts.org/product/0213329027881/aiguilletes-de-poulet	Aiguilletes de Poulet	NA	NA	NA	NA	-4	a	NA	1.2999999523163	0.40000000596046	0	23	0.40000000596046	435	0.11	0.044	445.89999833703092	NA	l	l	l	l			
0213329016274	http://world-en.openfoodfacts.org/product/0213329016274/aiguilletted-de-poulet-la-nouvelle-agriculture	Aiguilletted de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry,en:green-dot,fr:bleu-blanc-coeur	-4	a	NA	1.3	0.4	0	23	0	460	0.1	0.04	439.1	f	l	l	l	l			
3181580271145	http://world-en.openfoodfacts.org/product/3181580271145/aiguillette-de-canard-jean-stalaven	Aiguillette de canard	jean-stalaven	NA	NA	NA	4	c	NA	7.1	4.2	1	15.4	4.1	611	1.1	0.44	594.2	NA	m	m	l	m			
3700057808631	http://world-en.openfoodfacts.org/product/3700057808631/aiguillette-de-canard-le-domaine-d-anet	Aiguillette de canard	le-domaine-d-anet,delmond	E.LECLERC	NA	NA	-2	a	300 g	3.7	1	0.7	16	5.5	497	0.63	0.252	502.4	NA	m	l	l	m			f
2262445058055	http://world-en.openfoodfacts.org/product/2262445058055/aiguillette-de-canard-le-gaulois	Aiguillette de canard	le-gaulois	NA	NA	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-a	-4	a	NA	1.4	0.5	0.1	21	0.1	406	0.17	0.068	410.5	f	l	l	l	l	f	f	f
2865507000001	http://world-en.openfoodfacts.org/product/2865507000001/aiguillette-de-canard-u	Aiguillette de canard	u	Magasins U	org-systeme-u	en:french-meat,en:french-poultry,en:made-in-france	1	b	200 g	11.2	3.4	0	23.3	0	811	0.4	0.16	810.5	f	m	m	l	m			
3700057808778	http://world-en.openfoodfacts.org/product/3700057808778/aiguillette-de-canard	Aiguillette de canard	NA	NA	NA	en:green-dot	-2	a	0,300 kg	3.7	1	0.7	16	5.5	494	0.63	0.252	502.4	f	m	l	l	m			
0256036035688	http://world-en.openfoodfacts.org/product/0256036035688/aiguillette-de-canard	Aiguillette de canard	NA	NA	NA	NA	-2	a	NA	3.7	1	0.7	16	5.5	494	0.63	0.252	502.4	NA	m	l	l	m			
2865006035887	http://world-en.openfoodfacts.org/product/2865006035887/aiguillette-de-canard	Aiguillette de canard	NA	NA	NA	NA	12	d	NA	29.4	8.95	0.7	17.9	10.85	1423	0.21	0.084	1576.55	NA	l	h	l	h			
3700057808754	http://world-en.openfoodfacts.org/product/3700057808754/aiguillette-de-canard-a-la-provencale	Aiguillette de canard à la provençale	NA	NA	NA	NA	4	c	NA	4.6	1.1	0.8	19	3.1	536	1.6	0.64	545.9	NA	h	l	l	m			
2248489039038	http://world-en.openfoodfacts.org/product/2248489039038/aiguillette-de-canard-aux-cepes	Aiguillette de canard aux cèpes	NA	NA	NA	NA	5	c	NA	1.4	0.52	1.2	20.6	3.6	460	2.05	0.82	463.2	NA	h	l	l	l			
0256036041337	http://world-en.openfoodfacts.org/product/0256036041337/aiguillette-de-canard-avec-fleur-de-sel-le-clos-des-saveurs	Aiguillette de canard avec fleur de sel	le-clos-des-saveurs	NA	NA	fr:triman	-2	a	NA	3.7	1	0.7	16	5.5	494	0.63	0.252	502.4	f	m	l	l	m			f
4056489040972	http://world-en.openfoodfacts.org/product/4056489040972/aiguillette-de-canard-du-sud-ouest-lidl	Aiguillette de canard du Sud-Ouest	lidl	Lidl	NA	en:made-in-france,en:pgi	-3	a	NA	4.6	1.4	0.5	21	2.6	561	0.11	0.044	571.4	f	l	l	l	m			
3700057807986	http://world-en.openfoodfacts.org/product/3700057807986/aiguillette-de-canard-france-aux-cepes	Aiguillette de canard France aux cèpes	NA	NA	NA	en:green-dot	4	c	NA	7.4	2	1	18	4	653	1.6	0.64	647.8	f	h	m	l	m			
2234703039755	http://world-en.openfoodfacts.org/product/2234703039755/aiguillette-de-canard-france-frais	Aiguillette de canard France frais	NA	NA	NA	NA	-2	a	NA	3.7	1	0.7	16	5.5	494	0.63	0.252	502.4	NA	m	l	l	m			
3256220179850	http://world-en.openfoodfacts.org/product/3256220179850/aiguillette-de-canard-gras-u	Aiguillette de canard gras	u	Magasins U	org-systeme-u	en:french-meat,en:french-poultry,en:made-in-france	-4	a	300 g	2.4	0.9	0.6	23.3	0.9	500	0.1	0.04	500.2	f	l	l	l	l			
3230890850424	http://world-en.openfoodfacts.org/product/3230890850424/aiguillette-de-dinde-recette-indian-curry-maitre-coq	Aiguillette de dinde recette Indian curry	maitre-coq	NA	NA	en:french-meat,en:french-poultry	-1	a	220 g	0.8	0.3	1.2	23	1.2	430	0.95	0.38	441.0	f	m	l	l	l			f
3230890860041	http://world-en.openfoodfacts.org/product/3230890860041/aiguillette-de-dinde-recette-mexican-chili-maitre-coq	Aiguillette de dinde recette Mexican chili	maitre-coq	NA	NA	en:french-meat,en:french-poultry	0	b	220 g	1.2	0.4	1.3	22	2.4	459	0.93	0.372	459.2	f	m	l	l	l			f
5413458063513	http://world-en.openfoodfacts.org/product/5413458063513/aiguillette-de-filet-de-poulet-plukonfoodgroup	Aiguillette de filet de poulet	plukonfoodgroup	NA	NA	en:green-dot,en:nutriscore,en:nutriscore-grade-a	-4	a	1,000 kg	1.7	0.6	0	23	0	444	0.09	0.036	453.9	f	l	l	l	l	f	f	f
0213329024071	http://world-en.openfoodfacts.org/product/0213329024071/aiguillette-de-poulet-la-nouvelle-agriculture	aiguillette de poulet	la-nouvelle-agriculture	NA	NA	NA	-4	a	NA	1.3	0.4	0	23	0	440	0.11	0.044	439.1	NA	l	l	l	l			
0253097020400	http://world-en.openfoodfacts.org/product/0253097020400/aiguillette-de-poulet	aiguillette de poulet	NA	NA	NA	NA	-4	a	NA	1.3	0.4	0	23	0	435	0.074	0.0296	439.1	NA	l	l	l	l			
2600015030832	http://world-en.openfoodfacts.org/product/2600015030832/aiguillette-de-poulet-auchan	Aiguillette de  poulet	auchan	Auchan	org-auchan-apaw	en:green-dot,fr:produit-certifie	-4	a	NA	1.5	0.5	0.5	24	0.5	460	0.1	0.04	472.0	f	l	l	l	l			
2600013030636	http://world-en.openfoodfacts.org/product/2600013030636/aiguillette-de-poulet-auchan	Aiguillette de poulet	auchan	Auchan	org-auchan-apaw	en:french-meat,en:french-poultry,fr:produit-certifie	-4	a	NA	1.5	0.5	0.5	24	0.5	460	0.1	0.04	472.0	f	l	l	l	l			
0213329019480	http://world-en.openfoodfacts.org/product/0213329019480/aiguillette-de-poulet-la-nouvelle-agriculture	Aiguillette de poulet	la-nouvelle-agriculture	Leclerc	NA	en:french-meat,en:no-gmos,en:french-poultry,en:green-dot,fr:bleu-blanc-coeur,fr:bleu-blanc-coeur-volaille	-4	a	198 g	1.3	0.4	0	23	0	435	0.11	0.044	439.1	f	l	l	l	l	f	f	f
0213329011811	http://world-en.openfoodfacts.org/product/0213329011811/aiguillette-de-poulet-la-nouvelle-agriculture	Aiguillette de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	f	l	l	l	l			
0213329021452	http://world-en.openfoodfacts.org/product/0213329021452/aiguillette-de-poulet-la-nouvelle-agriculture	Aiguillette de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry	-4	a	NA	1.3	0.4	0	23	0	440	0.11	0.044	439.1	f	l	l	l	l			
0213329014966	http://world-en.openfoodfacts.org/product/0213329014966/aiguillette-de-poulet-la-nouvelle-agriculture	Aiguillette de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry,en:green-dot,fr:bleu-blanc-coeur	-4	a	NA	1.3	0.4	0	23	0	435	0.1	0.04	439.1	f	l	l	l	l			
0213329020332	http://world-en.openfoodfacts.org/product/0213329020332/aiguillette-de-poulet-la-nouvelle-agriculture	Aiguillette de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry,en:green-dot,fr:bleu-blanc-coeur	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	f	l	l	l	l			
0213329021520	http://world-en.openfoodfacts.org/product/0213329021520/aiguillette-de-poulet-la-nouvelle-agriculture	Aiguillette de poulet	la-nouvelle-agriculture	NA	NA	fr:bleu-blanc-coeur	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	f	l	l	l	l			
0213329015482	http://world-en.openfoodfacts.org/product/0213329015482/aiguillette-de-poulet-la-nouvelle-agriculture	Aiguillette de poulet	la-nouvelle-agriculture	NA	NA	NA	-4	a	NA	1.3	0.4	0	23	0	418	0.11	0.044	439.1	NA	l	l	l	l			
0213329020141	http://world-en.openfoodfacts.org/product/0213329020141/aiguillette-de-poulet-la-nouvelle-agriculture	Aiguillette de poulet	la-nouvelle-agriculture	NA	NA	NA	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	NA	l	l	l	l			
2245335034315	http://world-en.openfoodfacts.org/product/2245335034315/aiguillette-de-poulet-loue	Aiguillette de poulet	loue	NA	NA	en:nutriscore,en:nutriscore-grade-a,en:pgi	-3	a	NA	5.7	1.8	0	20	1.1	577	0.16	0.064	569.6	f	l	m	l	m	f	f	f
0215711029398	http://world-en.openfoodfacts.org/product/0215711029398/aiguillette-de-poulet-maitre-coq	Aiguillette de poulet	maitre-coq	NA	NA	en:french-meat,en:french-poultry	-2	a	0,257 kg	1.5	0.5	0.6	22	1.1	448	0.63	0.252	448.2	f	m	l	l	l			
0215537018897	http://world-en.openfoodfacts.org/product/0215537018897/aiguillette-de-poulet-maitre-coq	Aiguillette de poulet	maitre-coq	NA	NA	en:french-meat,en:french-poultry	-1	a	NA	0.9	0.2	0	23	1.2	444	0.69	0.276	444.7	f	m	l	l	l			
0215680028996	http://world-en.openfoodfacts.org/product/0215680028996/aiguillette-de-poulet-maitre-coq	Aiguillette de poulet	maitre-coq	NA	NA	en:french-meat,en:french-poultry	1	b	0,285 kg	1.2	0.4	0	23	0	431	1.3	0.52	435.4	f	m	l	l	l			
0215680019482	http://world-en.openfoodfacts.org/product/0215680019482/aiguillette-de-poulet-maitre-coq	Aiguillette de poulet	maitre-coq	NA	NA	en:french-meat,en:french-poultry	1	b	NA	1.2	0.4	0	23	0	431	1.3	0.52	435.4	f	m	l	l	l			
0211629029710	http://world-en.openfoodfacts.org/product/0211629029710/aiguillette-de-poulet-volae	Aiguillette de poulet	volae	NA	NA	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-a,fr:triman	-4	a	NA	1.6	0.5	0	23	0	444	0.13	0.052	450.2	f	l	l	l	l	f	f	f
0211633032140	http://world-en.openfoodfacts.org/product/0211633032140/aiguillette-de-poulet-volae	Aiguillette de poulet	volae	NA	NA	en:nutriscore,fr:triman	-4	a	NA	1.6	0.5	0	23	0	444	0.13	0.052	450.2	f	l	l	l	l	f	f	f
3343660016170	http://world-en.openfoodfacts.org/product/3343660016170/aiguillette-de-poulet	Aiguillette de poulet	NA	NA	NA	en:french-meat,en:french-poultry	-4	a	NA	0.8	0.24	0.5	24	0.5	494	0.1	0.04	446.1	f	l	l	l	l			
0213329032403	http://world-en.openfoodfacts.org/product/0213329032403/aiguillette-de-poulet	Aiguillette de poulet	NA	NA	NA	en:french-meat,en:french-poultry	-4	a	NA	1.2999999523163	0.40000000596046	0.074000000953674	23	0.40000000596046	439	0.10999999940395	0.04399999976158	445.89999833703092	f	l	l	l	l			
2600240020479	http://world-en.openfoodfacts.org/product/2600240020479/aiguillette-de-poulet	Aiguillette de poulet	NA	NA	NA	en:french-meat,en:french-poultry,en:green-dot	-4	a	NA	0.5	0.5	0.5	23	0.5	402	0.11	0.044	418.0	f	l	l	l	l			
0212550030448	http://world-en.openfoodfacts.org/product/0212550030448/aiguillette-de-poulet	Aiguillette de poulet	NA	NA	NA	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-a	-4	a	NA	1.2	0.4	0	23	0	431	0.1	0.04	435.4	f	l	l	l	l			
3199660003975	http://world-en.openfoodfacts.org/product/3199660003975/aiguillette-de-poulet	Aiguillette de poulet	NA	NA	NA	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-a	-4	a	NA	1.5	0.4	0.5	23	0.5	456	0.11	0.044	455.0	f	l	l	l	l			
2288091070456	http://world-en.openfoodfacts.org/product/2288091070456/aiguillette-de-poulet	Aiguillette de poulet	NA	NA	NA	en:green-dot	-4	a	NA	0.8	0.24	0.5	25	0.5	452	0.1	0.04	463.1	f	l	l	l	l			
0253099011871	http://world-en.openfoodfacts.org/product/0253099011871/aiguillette-de-poulet	Aiguillette de poulet	NA	NA	NA	fr:bleu-blanc-coeur	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	f	l	l	l	l			
2600013021191	http://world-en.openfoodfacts.org/product/2600013021191/aiguillette-de-poulet-auchan	Aiguillette de Poulet	auchan	Auchan	org-auchan-apaw	NA	-4	a	NA	1.5	0.5	0.5	24	0.5	460	0.1	0.04	472.0	NA	l	l	l	l			
3596710450732	http://world-en.openfoodfacts.org/product/3596710450732/aiguillette-de-poulet-25-de-sel-auchan	Aiguillette de Poulet -25% de Sel	auchan	Auchan	org-auchan-apaw	en:low-or-no-salt,en:low-salt,en:french-meat,en:reduced-salt,en:25-less-salt,en:french-poultry,en:green-dot	1	b	150 g e	2.1	0.4	0.7	27	2.6	581	1.2	0.48	580.9	f	m	l	l	l	f	f	f
3565350002465	http://world-en.openfoodfacts.org/product/3565350002465/aiguillette-de-poulet-a-la-creme	aiguillette de poulet à la crème	NA	NA	NA	NA	1	b	NA	4.9	2.8	1	15.8	3.1	515	0.89	0.356	502.6	NA	m	m	l	m			
3368270444472	http://world-en.openfoodfacts.org/product/3368270444472/aiguillette-de-poulet-a-la-normande	Aiguillette de poulet à la normande	NA	NA	NA	NA	1	b	NA	3.8	3.3	0.5	14	1.9	410	0.64	0.256	410.9	NA	m	m	l	m	f	f	f
3368270398492	http://world-en.openfoodfacts.org/product/3368270398492/aiguillette-de-poulet-a-la-normande	Aiguillette de poulet à la normande	NA	NA	NA	NA	2	b	NA	4.5	3.9	0	14	2.1	439	0.8	0.32	440.2	NA	m	m	l	m			
2434855045721	http://world-en.openfoodfacts.org/product/2434855045721/aiguillette-de-poulet-au-thym-et-saveur-citron	Aiguillette de poulet au Thym et saveur citron	NA	NA	NA	en:french-meat,en:french-poultry	1	b	NA	0.7	0.22	0.7	21.4	1.9	414	1.18	0.472	422.0	f	m	l	l	l			
3230890759178	http://world-en.openfoodfacts.org/product/3230890759178/aiguillette-de-poulet-blanc-maitre-coq	Aiguillette de poulet blanc	maitre-coq	NA	NA	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-a	-4	a	0,450 kg	2.2999999523163	0.69999998807907	0	23	0	473	0.10999999940395	0.04399999976158	476.0999982357031	f	l	l	l	l	f	f	f
0253097014690	http://world-en.openfoodfacts.org/product/0253097014690/aiguillette-de-poulet-blanc	Aiguillette de poulet blanc	NA	NA	NA	fr:bleu-blanc-coeur	-4	a	NA	1.3	0.4	0	23	0	435	0.1	0.04	439.1	f	l	l	l	l			
0253097019152	http://world-en.openfoodfacts.org/product/0253097019152/aiguillette-de-poulet-blanc	Aiguillette de poulet blanc	NA	NA	NA	fr:bleu-blanc-coeur	-4	a	NA	1.3	0.4	0	23	0	435	0.11	0.044	439.1	f	l	l	l	l			
0215293038702	http://world-en.openfoodfacts.org/product/0215293038702/aiguillette-de-poulet-certifie-maitre-coq	Aiguillette de poulet certifié	maitre-coq	Auchan	NA	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-a	-4	a	NA	2	0.2	0	24	0	477	0.15	0.06	482	f	l	l	l	l			
